ranking,album,artist,date,,
72,dude ranch,blink-182,2/21/1998,,
79,dude ranch,blink-182,3/7/1998,,
79,dude ranch,blink-182,2/28/1998,,
82,dude ranch,blink-182,1/17/1998,,
84,dude ranch,blink-182,1/24/1998,,
92,dude ranch,blink-182,3/14/1998,,
95,dude ranch,blink-182,3/28/1998,,
96,dude ranch,blink-182,3/21/1998,,
103,dude ranch,blink-182,4/4/1998,,
104,dude ranch,blink-182,1/10/1998,,
118,dude ranch,blink-182,4/11/1998,,
125,dude ranch,blink-182,4/18/1998,,
129,dude ranch,blink-182,12/27/1997,,
133,dude ranch,blink-182,5/2/1998,,
133,dude ranch,blink-182,1/3/1998,,
133,dude ranch,blink-182,1/3/1998,,
135,dude ranch,blink-182,4/25/1998,,
135,dude ranch,blink-182,7/5/1997,,
142,dude ranch,blink-182,12/20/1997,,
143,dude ranch,blink-182,12/13/1997,,
156,dude ranch,blink-182,7/11/1998,,
156,dude ranch,blink-182,11/15/1997,,
157,dude ranch,blink-182,11/29/1997,,
157,dude ranch,blink-182,11/22/1997,,
158,dude ranch,blink-182,5/9/1998,,
159,dude ranch,blink-182,7/4/1998,,
166,dude ranch,blink-182,12/6/1997,,
167,dude ranch,blink-182,7/25/1998,,
169,dude ranch,blink-182,7/18/1998,,
169,dude ranch,blink-182,11/1/1997,,
171,dude ranch,blink-182,6/13/1998,,
172,dude ranch,blink-182,5/16/1998,,
173,dude ranch,blink-182,6/20/1998,,
177,dude ranch,blink-182,11/8/1997,,
178,dude ranch,blink-182,6/27/1998,,
185,dude ranch,blink-182,8/1/1998,,
186,dude ranch,blink-182,6/6/1998,,
187,dude ranch,blink-182,9/6/1997,,
188,dude ranch,blink-182,7/26/1997,,
189,dude ranch,blink-182,8/15/1998,,
189,dude ranch,blink-182,10/25/1997,,
191,dude ranch,blink-182,5/23/1998,,
192,dude ranch,blink-182,5/30/1998,,
194,dude ranch,blink-182,8/8/1998,,
195,dude ranch,blink-182,8/22/1998,,
197,dude ranch,blink-182,7/12/1997,,
9,enema of the state,blink-182,6/19/1999,,
12,enema of the state,blink-182,1/15/2000,,
14,enema of the state,blink-182,11/6/1999,,
14,enema of the state,blink-182,8/7/1999,,
14,enema of the state,blink-182,6/26/1999,,
16,enema of the state,blink-182,1/29/2000,,
16,enema of the state,blink-182,1/22/2000,,
17,enema of the state,blink-182,8/14/1999,,
17,enema of the state,blink-182,7/31/1999,,
18,enema of the state,blink-182,11/13/1999,,
18,enema of the state,blink-182,8/21/1999,,
19,enema of the state,blink-182,10/30/1999,,
19,enema of the state,blink-182,8/28/1999,,
20,enema of the state,blink-182,10/23/1999,,
20,enema of the state,blink-182,7/24/1999,,
20,enema of the state,blink-182,7/10/1999,,
21,enema of the state,blink-182,2/5/2000,,
21,enema of the state,blink-182,7/3/1999,,
22,enema of the state,blink-182,10/16/1999,,
22,enema of the state,blink-182,9/4/1999,,
22,enema of the state,blink-182,7/17/1999,,
23,enema of the state,blink-182,11/20/1999,,
24,enema of the state,blink-182,11/27/1999,,
24,enema of the state,blink-182,10/9/1999,,
26,enema of the state,blink-182,2/12/2000,,
26,enema of the state,blink-182,1/1/2000,,
26,enema of the state,blink-182,12/4/1999,,
27,enema of the state,blink-182,1/8/2000,,
27,enema of the state,blink-182,12/25/1999,,
28,enema of the state,blink-182,9/11/1999,,
29,enema of the state,blink-182,9/25/1999,,
31,enema of the state,blink-182,12/18/1999,,
32,enema of the state,blink-182,12/11/1999,,
32,enema of the state,blink-182,9/18/1999,,
33,enema of the state,blink-182,4/1/2000,,
33,enema of the state,blink-182,2/26/2000,,
34,enema of the state,blink-182,2/19/2000,,
35,enema of the state,blink-182,3/25/2000,,
35,enema of the state,blink-182,3/11/2000,,
36,enema of the state,blink-182,3/4/2000,,
37,enema of the state,blink-182,4/15/2000,,
37,enema of the state,blink-182,10/2/1999,,
38,enema of the state,blink-182,5/6/2000,,
38,enema of the state,blink-182,4/8/2000,,
39,enema of the state,blink-182,4/29/2000,,
40,enema of the state,blink-182,3/18/2000,,
42,enema of the state,blink-182,5/13/2000,,
42,enema of the state,blink-182,4/22/2000,,
48,enema of the state,blink-182,5/27/2000,,
50,enema of the state,blink-182,6/3/2000,,
51,enema of the state,blink-182,5/20/2000,,
55,enema of the state,blink-182,6/24/2000,,
57,enema of the state,blink-182,6/17/2000,,
57,enema of the state,blink-182,6/10/2000,,
63,enema of the state,blink-182,7/1/2000,,
67,enema of the state,blink-182,7/8/2000,,
76,enema of the state,blink-182,7/15/2000,,
77,enema of the state,blink-182,7/22/2000,,
80,enema of the state,blink-182,8/5/2000,,
81,enema of the state,blink-182,8/12/2000,,
81,enema of the state,blink-182,7/29/2000,,
95,enema of the state,blink-182,8/26/2000,,
97,enema of the state,blink-182,8/19/2000,,
102,enema of the state,blink-182,9/2/2000,,
104,enema of the state,blink-182,9/9/2000,,
105,enema of the state,blink-182,9/23/2000,,
113,enema of the state,blink-182,9/30/2000,,
117,enema of the state,blink-182,9/16/2000,,
133,enema of the state,blink-182,10/7/2000,,
136,enema of the state,blink-182,11/4/2000,,
149,enema of the state,blink-182,1/13/2001,,
150,enema of the state,blink-182,10/28/2000,,
160,enema of the state,blink-182,10/14/2000,,
163,enema of the state,blink-182,11/11/2000,,
164,enema of the state,blink-182,10/21/2000,,
167,enema of the state,blink-182,1/20/2001,,
172,enema of the state,blink-182,11/25/2000,,
172,enema of the state,blink-182,11/18/2000,,
173,enema of the state,blink-182,1/6/2001,,
179,enema of the state,blink-182,12/9/2000,,
180,enema of the state,blink-182,2/3/2001,,
180,enema of the state,blink-182,1/27/2001,,
181,enema of the state,blink-182,12/30/2000,,
191,enema of the state,blink-182,12/23/2000,,
195,enema of the state,blink-182,12/16/2000,,
196,enema of the state,blink-182,12/2/2000,,
54,first ditch effort,nofx,10/29/2016,,
8,folie a deux,fall out boy,1/3/2009,,
199,from here to infirmary,alkaline trio,4/21/2001,,
9,from under the cork tree,fall out boy,4/1/2006,,
9,from under the cork tree,fall out boy,5/21/2005,,
11,from under the cork tree,fall out boy,1/21/2006,,
11,from under the cork tree,fall out boy,1/14/2006,,
13,from under the cork tree,fall out boy,8/27/2005,,
14,from under the cork tree,fall out boy,2/4/2006,,
14,from under the cork tree,fall out boy,1/28/2006,,
14,from under the cork tree,fall out boy,11/26/2005,,
14,from under the cork tree,fall out boy,11/19/2005,,
14,from under the cork tree,fall out boy,9/24/2005,,
14,from under the cork tree,fall out boy,9/10/2005,,
15,from under the cork tree,fall out boy,11/12/2005,,
16,from under the cork tree,fall out boy,12/24/2005,,
16,from under the cork tree,fall out boy,8/20/2005,,
17,from under the cork tree,fall out boy,9/3/2005,,
18,from under the cork tree,fall out boy,1/7/2006,,
18,from under the cork tree,fall out boy,12/31/2005,,
18,from under the cork tree,fall out boy,9/17/2005,,
19,from under the cork tree,fall out boy,8/13/2005,,
22,from under the cork tree,fall out boy,4/8/2006,,
22,from under the cork tree,fall out boy,12/17/2005,,
23,from under the cork tree,fall out boy,2/11/2006,,
23,from under the cork tree,fall out boy,12/3/2005,,
23,from under the cork tree,fall out boy,10/29/2005,,
24,from under the cork tree,fall out boy,12/10/2005,,
24,from under the cork tree,fall out boy,10/1/2005,,
24,from under the cork tree,fall out boy,7/30/2005,,
25,from under the cork tree,fall out boy,11/5/2005,,
25,from under the cork tree,fall out boy,8/6/2005,,
26,from under the cork tree,fall out boy,10/15/2005,,
26,from under the cork tree,fall out boy,10/8/2005,,
27,from under the cork tree,fall out boy,4/29/2006,,
28,from under the cork tree,fall out boy,2/25/2006,,
28,from under the cork tree,fall out boy,2/18/2006,,
29,from under the cork tree,fall out boy,7/23/2005,,
29,from under the cork tree,fall out boy,5/28/2005,,
30,from under the cork tree,fall out boy,3/4/2006,,
31,from under the cork tree,fall out boy,4/15/2006,,
31,from under the cork tree,fall out boy,10/22/2005,,
32,from under the cork tree,fall out boy,3/11/2006,,
34,from under the cork tree,fall out boy,7/16/2005,,
35,from under the cork tree,fall out boy,5/6/2006,,
36,from under the cork tree,fall out boy,7/9/2005,,
37,from under the cork tree,fall out boy,3/18/2006,,
40,from under the cork tree,fall out boy,4/22/2006,,
40,from under the cork tree,fall out boy,7/2/2005,,
42,from under the cork tree,fall out boy,3/25/2006,,
42,from under the cork tree,fall out boy,6/25/2005,,
44,from under the cork tree,fall out boy,6/18/2005,,
45,from under the cork tree,fall out boy,5/13/2006,,
49,from under the cork tree,fall out boy,6/4/2005,,
54,from under the cork tree,fall out boy,6/11/2005,,
56,from under the cork tree,fall out boy,5/20/2006,,
74,from under the cork tree,fall out boy,6/3/2006,,
76,from under the cork tree,fall out boy,6/3/2006,,
77,from under the cork tree,fall out boy,6/17/2006,,
83,from under the cork tree,fall out boy,6/10/2006,,
85,from under the cork tree,fall out boy,6/24/2006,,
94,from under the cork tree,fall out boy,7/1/2006,,
98,from under the cork tree,fall out boy,7/8/2006,,
102,from under the cork tree,fall out boy,7/22/2006,,
106,from under the cork tree,fall out boy,7/15/2006,,
116,from under the cork tree,fall out boy,7/29/2006,,
122,from under the cork tree,fall out boy,8/5/2006,,
124,from under the cork tree,fall out boy,8/12/2006,,
131,from under the cork tree,fall out boy,8/19/2006,,
133,from under the cork tree,fall out boy,8/26/2006,,
141,from under the cork tree,fall out boy,9/2/2006,,
144,from under the cork tree,fall out boy,9/23/2006,,
149,from under the cork tree,fall out boy,9/16/2006,,
154,from under the cork tree,fall out boy,9/9/2006,,
168,from under the cork tree,fall out boy,2/24/2007,,
178,from under the cork tree,fall out boy,3/17/2007,,
183,from under the cork tree,fall out boy,8/15/2015,,
188,from under the cork tree,fall out boy,3/24/2007,,
190,from under the cork tree,fall out boy,2/7/2015,,
193,from under the cork tree,fall out boy,9/30/2006,,
197,from under the cork tree,fall out boy,2/3/2007,,
199,from under the cork tree,fall out boy,2/10/2007,,
2,future hearts,all time low,4/25/2015,,
6,futures,jimmy eat world,11/6/2004,,
19,futures,jimmy eat world,11/13/2004,,
30,futures,jimmy eat world,11/20/2004,,
53,futures,jimmy eat world,11/27/2004,,
63,futures,jimmy eat world,1/15/2005,,
75,futures,jimmy eat world,12/4/2004,,
78,futures,jimmy eat world,1/22/2005,,
87,futures,jimmy eat world,12/11/2004,,
91,futures,jimmy eat world,1/29/2005,,
92,futures,jimmy eat world,12/18/2004,,
95,futures,jimmy eat world,1/8/2005,,
98,futures,jimmy eat world,1/1/2005,,
99,futures,jimmy eat world,12/25/2004,,
105,futures,jimmy eat world,2/5/2005,,
120,futures,jimmy eat world,2/12/2005,,
137,futures,jimmy eat world,2/19/2005,,
145,futures,jimmy eat world,3/26/2005,,
145,futures,jimmy eat world,3/5/2005,,
145,futures,jimmy eat world,2/26/2005,,
155,futures,jimmy eat world,4/2/2005,,
157,futures,jimmy eat world,3/19/2005,,
160,futures,jimmy eat world,3/12/2005,,
168,futures,jimmy eat world,6/11/2005,,
180,futures,jimmy eat world,4/30/2005,,
184,futures,jimmy eat world,4/16/2005,,
185,futures,jimmy eat world,4/9/2005,,
188,futures,jimmy eat world,4/23/2005,,
193,futures,jimmy eat world,5/7/2005,,
164,generation rx,good charlotte,9/29/2018,,
52,get your heart on!,simple plan,7/9/2011,,
185,good charlotte,good charlotte,10/14/2000,,
200,good charlotte,good charlotte,5/12/2001,,
7,good morning revival,good charlotte,4/14/2007,,
42,good morning revival,good charlotte,4/21/2007,,
54,good morning revival,good charlotte,4/28/2007,,
76,good morning revival,good charlotte,5/5/2007,,
99,good morning revival,good charlotte,5/12/2007,,
136,good morning revival,good charlotte,5/19/2007,,
175,good morning revival,good charlotte,6/2/2007,,
175,good morning revival,good charlotte,5/26/2007,,
179,good morning revival,good charlotte,2/2/2008,,
183,good morning revival,good charlotte,1/19/2008,,
187,good morning revival,good charlotte,1/26/2008,,
195,good morning revival,good charlotte,2/9/2008,,
197,good morning revival,good charlotte,1/12/2008,,
20,good mourning,alkaline trio,5/31/2003,,
73,good mourning,alkaline trio,6/7/2003,,
111,good mourning,alkaline trio,6/21/2003,,
117,good mourning,alkaline trio,6/14/2003,,
150,good mourning,alkaline trio,7/5/2003,,
159,good mourning,alkaline trio,6/28/2003,,
174,good mourning,alkaline trio,7/12/2003,,
176,good mourning,alkaline trio,7/19/2003,,
178,good mourning,alkaline trio,7/26/2003,,
183,good mourning,alkaline trio,8/2/2003,,
192,good mourning,alkaline trio,8/16/2003,,
197,good mourning,alkaline trio,8/9/2003,,
8,greatest hits,the offspring,7/9/2005,,
39,greatest hits: god's favorite band,green day,12/9/2017,,
100,greatest hits: god's favorite band,green day,12/16/2017,,
111,greatest hits: god's favorite band,green day,10/26/2019,,
112,greatest hits: god's favorite band,green day,11/2/2019,,
112,greatest hits: god's favorite band,green day,1/13/2018,,
113,greatest hits: god's favorite band,green day,1/3/2018,,
115,greatest hits: god's favorite band,green day,1/6/2018,,
122,greatest hits: god's favorite band,green day,12/30/2017,,
123,greatest hits: god's favorite band,green day,1/20/2018,,
125,greatest hits: god's favorite band,green day,1/27/2018,,
127,greatest hits: god's favorite band,green day,12/23/2017,,
131,greatest hits: god's favorite band,green day,6/9/2018,,
132,greatest hits: god's favorite band,green day,2/24/2018,,
135,greatest hits: god's favorite band,green day,6/23/2018,,
139,greatest hits: god's favorite band,green day,2/17/2018,,
140,greatest hits: god's favorite band,green day,6/16/2018,,
140,greatest hits: god's favorite band,green day,5/19/2018,,
200,greatest hits: god's favorite band,green day,2/10/2018,,
176,half hour of power,sum 41,8/4/2001,,
95,hang,lagwagon,11/15/2014,,
89,hello exile,the menzingers,10/19/2019,,
21,homesick,a day to remember,2/21/2009,,
85,homesick,a day to remember,2/28/2009,,
95,homesick,a day to remember,3/7/2009,,
102,homesick,a day to remember,3/14/2009,,
123,homesick,a day to remember,3/21/2009,,
134,homesick,a day to remember,4/4/2009,,
140,homesick,a day to remember,3/28/2009,,
151,homesick,a day to remember,11/14/2009,,
155,homesick,a day to remember,8/22/2009,,
157,homesick,a day to remember,4/11/2009,,
171,homesick,a day to remember,8/15/2009,,
172,homesick,a day to remember,5/16/2009,,
173,homesick,a day to remember,5/9/2009,,
174,homesick,a day to remember,5/2/2009,,
180,homesick,a day to remember,8/29/2009,,
186,homesick,a day to remember,4/18/2009,,
193,homesick,a day to remember,11/21/2009,,
193,homesick,a day to remember,9/5/2009,,
193,homesick,a day to remember,7/18/2009,,
194,homesick,a day to remember,7/25/2009,,
195,homesick,a day to remember,4/25/2009,,
27,in reverie,saves the day,10/4/2003,,
115,in reverie,saves the day,10/11/2003,,
181,in reverie,saves the day,10/18/2003,,
15,indestructible,rancid,9/6/2003,,
41,indestructible,rancid,9/13/2003,,
52,indestructible,rancid,9/20/2003,,
83,indestructible,rancid,9/27/2003,,
108,indestructible,rancid,10/4/2003,,
149,indestructible,rancid,10/11/2003,,
192,indestructible,rancid,10/18/2003,,
1,infinity on high,fall out boy,2/24/2007,,
3,infinity on high,fall out boy,3/10/2007,,
4,infinity on high,fall out boy,3/17/2007,,
5,infinity on high,fall out boy,3/3/2007,,
8,infinity on high,fall out boy,3/24/2007,,
9,infinity on high,fall out boy,3/31/2007,,
16,infinity on high,fall out boy,4/7/2007,,
26,infinity on high,fall out boy,4/21/2007,,
27,infinity on high,fall out boy,4/14/2007,,
31,infinity on high,fall out boy,6/9/2007,,
31,infinity on high,fall out boy,4/28/2007,,
32,infinity on high,fall out boy,5/5/2007,,
33,infinity on high,fall out boy,6/16/2007,,
34,infinity on high,fall out boy,5/12/2007,,
36,infinity on high,fall out boy,6/2/2007,,
41,infinity on high,fall out boy,5/19/2007,,
43,infinity on high,fall out boy,6/30/2007,,
44,infinity on high,fall out boy,7/21/2007,,
44,infinity on high,fall out boy,6/23/2007,,
45,infinity on high,fall out boy,5/26/2007,,
46,infinity on high,fall out boy,7/14/2007,,
48,infinity on high,fall out boy,7/28/2007,,
48,infinity on high,fall out boy,7/7/2007,,
51,infinity on high,fall out boy,8/4/2007,,
57,infinity on high,fall out boy,8/25/2007,,
57,infinity on high,fall out boy,8/18/2007,,
62,infinity on high,fall out boy,8/11/2007,,
63,infinity on high,fall out boy,9/29/2007,,
64,infinity on high,fall out boy,9/1/2007,,
73,infinity on high,fall out boy,9/22/2007,,
78,infinity on high,fall out boy,9/8/2007,,
83,infinity on high,fall out boy,9/15/2007,,
85,infinity on high,fall out boy,10/6/2007,,
86,infinity on high,fall out boy,12/8/2007,,
89,infinity on high,fall out boy,12/22/2007,,
97,infinity on high,fall out boy,1/12/2008,,
102,infinity on high,fall out boy,12/15/2007,,
105,infinity on high,fall out boy,12/29/2007,,
105,infinity on high,fall out boy,10/13/2007,,
108,infinity on high,fall out boy,1/5/2008,,
108,infinity on high,fall out boy,1/5/2008,,
118,infinity on high,fall out boy,11/3/2007,,
121,infinity on high,fall out boy,1/19/2008,,
121,infinity on high,fall out boy,10/20/2007,,
124,infinity on high,fall out boy,10/27/2007,,
133,infinity on high,fall out boy,1/26/2008,,
135,infinity on high,fall out boy,11/10/2007,,
139,infinity on high,fall out boy,11/24/2007,,
140,infinity on high,fall out boy,12/1/2007,,
147,infinity on high,fall out boy,11/17/2007,,
156,infinity on high,fall out boy,2/2/2008,,
172,infinity on high,fall out boy,2/9/2008,,
194,infinity on high,fall out boy,2/16/2008,,
2,insomniac,green day,10/28/1995,,
6,insomniac,green day,11/4/1995,,
10,insomniac,green day,11/11/1995,,
14,insomniac,green day,11/18/1995,,
17,insomniac,green day,11/25/1995,,
22,insomniac,green day,1/20/1996,,
22,insomniac,green day,12/30/1995,,
23,insomniac,green day,2/10/1996,,
23,insomniac,green day,2/3/1996,,
23,insomniac,green day,1/13/1996,,
23,insomniac,green day,1/6/1996,,
23,insomniac,green day,1/6/1996,,
24,insomniac,green day,1/27/1996,,
24,insomniac,green day,12/23/1995,,
25,insomniac,green day,2/17/1996,,
25,insomniac,green day,12/16/1995,,
25,insomniac,green day,12/2/1995,,
26,insomniac,green day,2/24/1996,,
27,insomniac,green day,12/9/1995,,
36,insomniac,green day,3/9/1996,,
37,insomniac,green day,3/2/1996,,
41,insomniac,green day,3/16/1996,,
49,insomniac,green day,3/23/1996,,
52,insomniac,green day,3/30/1996,,
57,insomniac,green day,4/6/1996,,
71,insomniac,green day,4/13/1996,,
75,insomniac,green day,4/20/1996,,
77,insomniac,green day,4/27/1996,,
104,insomniac,green day,5/4/1996,,
121,insomniac,green day,5/11/1996,,
137,insomniac,green day,6/15/1996,,
137,insomniac,green day,6/8/1996,,
140,insomniac,green day,5/18/1996,,
144,insomniac,green day,6/1/1996,,
148,insomniac,green day,6/22/1996,,
148,insomniac,green day,5/25/1996,,
151,insomniac,green day,6/29/1996,,
159,insomniac,green day,7/6/1996,,
175,insomniac,green day,7/13/1996,,
198,insomniac,green day,7/20/1996,,
17,integrity blues,jimmy eat world,11/12/2016,,
11,invented,jimmy eat world,10/16/2010,,
61,invented,jimmy eat world,10/23/2010,,
99,invented,jimmy eat world,10/30/2010,,
120,invented,jimmy eat world,11/6/2010,,
159,invented,jimmy eat world,11/20/2010,,
171,invented,jimmy eat world,11/13/2010,,
68,is this thing cursed?,alkaline trio,9/15/2018,,
157,is this thing cursed?,alkaline trio,11/3/2018,,
9,ixnay on the hombre,the offspring,2/22/1997,,
15,ixnay on the hombre,the offspring,3/1/1997,,
22,ixnay on the hombre,the offspring,3/8/1997,,
25,ixnay on the hombre,the offspring,4/19/1997,,
27,ixnay on the hombre,the offspring,4/5/1997,,
28,ixnay on the hombre,the offspring,4/12/1997,,
28,ixnay on the hombre,the offspring,3/29/1997,,
29,ixnay on the hombre,the offspring,5/3/1997,,
29,ixnay on the hombre,the offspring,4/26/1997,,
30,ixnay on the hombre,the offspring,3/15/1997,,
33,ixnay on the hombre,the offspring,5/10/1997,,
33,ixnay on the hombre,the offspring,3/22/1997,,
35,ixnay on the hombre,the offspring,5/17/1997,,
41,ixnay on the hombre,the offspring,5/24/1997,,
45,ixnay on the hombre,the offspring,5/31/1997,,
54,ixnay on the hombre,the offspring,6/7/1997,,
60,ixnay on the hombre,the offspring,6/14/1997,,
73,ixnay on the hombre,the offspring,6/21/1997,,
74,ixnay on the hombre,the offspring,6/28/1997,,
82,ixnay on the hombre,the offspring,7/5/1997,,
97,ixnay on the hombre,the offspring,7/12/1997,,
112,ixnay on the hombre,the offspring,7/19/1997,,
114,ixnay on the hombre,the offspring,7/26/1997,,
121,ixnay on the hombre,the offspring,8/9/1997,,
126,ixnay on the hombre,the offspring,8/2/1997,,
129,ixnay on the hombre,the offspring,8/23/1997,,
130,ixnay on the hombre,the offspring,8/16/1997,,
137,ixnay on the hombre,the offspring,8/30/1997,,
139,ixnay on the hombre,the offspring,9/6/1997,,
142,ixnay on the hombre,the offspring,9/13/1997,,
162,ixnay on the hombre,the offspring,9/20/1997,,
163,ixnay on the hombre,the offspring,9/27/1997,,
175,ixnay on the hombre,the offspring,10/4/1997,,
179,ixnay on the hombre,the offspring,10/11/1997,,
182,ixnay on the hombre,the offspring,10/25/1997,,
189,ixnay on the hombre,the offspring,11/1/1997,,
191,ixnay on the hombre,the offspring,11/8/1997,,
191,ixnay on the hombre,the offspring,10/18/1997,,
9,last young renegade,all time low,6/24/2017,,
161,let it happen,mxpx,12/5/1998,,
11,let the dominoes fall,rancid,6/20/2009,,
41,let the dominoes fall,rancid,6/27/2009,,
72,let the dominoes fall,rancid,7/4/2009,,
96,let the dominoes fall,rancid,7/11/2009,,
123,let the dominoes fall,rancid,7/18/2009,,
155,let the dominoes fall,rancid,7/25/2009,,
177,let the dominoes fall,rancid,8/1/2009,,
97,let's go,rancid,4/8/1995,,
112,let's go,rancid,4/1/1995,,
121,let's go,rancid,3/11/1995,,
122,let's go,rancid,3/18/1995,,
126,let's go,rancid,3/25/1995,,
130,let's go,rancid,4/15/1995,,
132,let's go,rancid,2/25/1995,,
134,let's go,rancid,3/4/1995,,
149,let's go,rancid,2/18/1995,,
166,let's go,rancid,4/22/1995,,
179,let's go,rancid,4/29/1995,,
35,life wont wait,rancid,7/18/1998,,
63,life wont wait,rancid,7/25/1998,,
96,life wont wait,rancid,8/1/1998,,
135,life wont wait,rancid,8/8/1998,,
179,life wont wait,rancid,8/15/1998,,
26,lift a sail,yellowcard,10/25/2014,,
5,lights and sounds,yellowcard,2/11/2006,,
26,lights and sounds,yellowcard,2/18/2006,,
41,lights and sounds,yellowcard,2/25/2006,,
47,lights and sounds,yellowcard,3/4/2006,,
51,lights and sounds,yellowcard,3/11/2006,,
75,lights and sounds,yellowcard,3/18/2006,,
90,lights and sounds,yellowcard,3/25/2006,,
104,lights and sounds,yellowcard,4/1/2006,,
110,lights and sounds,yellowcard,4/8/2006,,
137,lights and sounds,yellowcard,4/15/2006,,
153,lights and sounds,yellowcard,4/29/2006,,
159,lights and sounds,yellowcard,5/6/2006,,
166,lights and sounds,yellowcard,4/22/2006,,
171,lights and sounds,yellowcard,5/13/2006,,
188,lights and sounds,yellowcard,6/17/2006,,
193,lights and sounds,yellowcard,5/20/2006,,
40,makes me sick,new found glory,5/20/2017,,
1,mania,fall out boy,2/3/2018,,
24,my shame is true,alkaline trio,4/20/2013,,
140,my shame is true,alkaline trio,4/27/2013,,
2,neighborhoods,blink-182,10/15/2011,,
106,never hungover again,joyce manor,8/9/2014,,
107,new found glory,new found glory,4/28/2001,,
118,new found glory,new found glory,5/5/2001,,
132,new found glory,new found glory,5/12/2001,,
132,new found glory,new found glory,4/21/2001,,
145,new found glory,new found glory,5/19/2001,,
147,new found glory,new found glory,6/23/2001,,
148,new found glory,new found glory,4/14/2001,,
150,new found glory,new found glory,4/7/2001,,
151,new found glory,new found glory,6/2/2001,,
152,new found glory,new found glory,6/9/2001,,
153,new found glory,new found glory,5/26/2001,,
159,new found glory,new found glory,6/16/2001,,
168,new found glory,new found glory,10/14/2000,,
170,new found glory,new found glory,3/31/2001,,
170,new found glory,new found glory,3/24/2001,,
179,new found glory,new found glory,6/30/2001,,
187,new found glory,new found glory,9/1/2001,,
189,new found glory,new found glory,8/11/2001,,
196,new found glory,new found glory,8/25/2001,,
196,new found glory,new found glory,8/4/2001,,
197,new found glory,new found glory,7/28/2001,,
35,new maps of hell,bad religion,7/28/2007,,
73,new maps of hell,bad religion,8/4/2007,,
111,new maps of hell,bad religion,8/11/2007,,
137,new maps of hell,bad religion,8/18/2007,,
169,new maps of hell,bad religion,8/25/2007,,
10,nimrod,green day,11/1/1997,,
3,nine,blink-182,10/5/2019,,
45,nine,blink-182,10/12/2019,,
130,nine,blink-182,10/19/2019,,
12,no closer to heaven,the wonder years,9/26/2015,,
167,no closer to heaven,the wonder years,10/3/2015,,
35,"no pads, no helmets…just balls",simple plan,1/17/2004,,
4,nothing personal,all time low,7/25/2009,,
26,nothing personal,all time low,8/1/2009,,
31,nothing personal,all time low,8/8/2009,,
46,nothing personal,all time low,8/15/2009,,
51,nothing personal,all time low,8/22/2009,,
57,nothing personal,all time low,8/29/2009,,
