document_tone/tones/0/score,document_tone/tones/0/tone_id,document_tone/tones/0/tone_name,document_tone/tones/1/score,document_tone/tones/1/tone_id,document_tone/tones/1/tone_name,document_tone/tones/2/score,document_tone/tones/2/tone_id,document_tone/tones/2/tone_name,document_tone/tones/3/score,document_tone/tones/3/tone_id,document_tone/tones/3/tone_name,document_tone/tones/4/score,document_tone/tones/4/tone_id,document_tone/tones/4/tone_name
0.93535,tentative,Tentative,,,,,,,,,,,,
0.667543,sadness,Sadness,0.627908,confident,Confident,,,,,,,,,
0.582631,sadness,Sadness,0.534858,anger,Anger,0.682544,analytical,Analytical,,,,,,
0.523396,anger,Anger,,,,,,,,,,,,
0.636699,sadness,Sadness,,,,,,,,,,,,
0.559046,sadness,Sadness,,,,,,,,,,,,
0.795985,tentative,Tentative,,,,,,,,,,,,
0.725115,sadness,Sadness,0.947909,confident,Confident,0.512438,analytical,Analytical,,,,,,
0.73311,sadness,Sadness,0.712798,tentative,Tentative,,,,,,,,,
0.606488,anger,Anger,0.945953,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.664666,anger,Anger,,,,,,,,,,,,
0.536931,sadness,Sadness,0.697275,confident,Confident,,,,,,,,,
0.642526,sadness,Sadness,,,,,,,,,,,,
0.701367,anger,Anger,0.895091,tentative,Tentative,,,,,,,,,
0.593963,anger,Anger,,,,,,,,,,,,
0.537823,sadness,Sadness,0.6048,tentative,Tentative,,,,,,,,,
0.775027,sadness,Sadness,0.562567,confident,Confident,,,,,,,,,
0.727444,sadness,Sadness,0.633581,confident,Confident,,,,,,,,,
0.570657,anger,Anger,0.7242,confident,Confident,,,,,,,,,
0.665852,sadness,Sadness,,,,,,,,,,,,
0.552544,sadness,Sadness,,,,,,,,,,,,
0.618887,confident,Confident,,,,,,,,,,,,
0.765073,sadness,Sadness,,,,,,,,,,,,
0.749448,sadness,Sadness,0.83119,analytical,Analytical,0.720805,tentative,Tentative,,,,,,
0.571512,sadness,Sadness,0.677232,analytical,Analytical,0.654758,tentative,Tentative,,,,,,
0.510249,sadness,Sadness,0.728913,analytical,Analytical,0.825696,tentative,Tentative,,,,,,
0.752086,tentative,Tentative,0.679315,analytical,Analytical,,,,,,,,,
0.825294,sadness,Sadness,,,,,,,,,,,,
0.734593,tentative,Tentative,,,,,,,,,,,,
0.581785,anger,Anger,0.901121,tentative,Tentative,,,,,,,,,
0.599714,sadness,Sadness,,,,,,,,,,,,
0.554648,anger,Anger,0.946723,tentative,Tentative,,,,,,,,,
0.653804,sadness,Sadness,0.837906,tentative,Tentative,,,,,,,,,
0.508342,joy,Joy,0.814556,tentative,Tentative,,,,,,,,,
0.570791,joy,Joy,0.817496,tentative,Tentative,,,,,,,,,
0.512897,anger,Anger,0.585257,analytical,Analytical,,,,,,,,,
0.618513,tentative,Tentative,,,,,,,,,,,,
0.562964,joy,Joy,,,,,,,,,,,,
0.51006,sadness,Sadness,0.760054,analytical,Analytical,0.780526,tentative,Tentative,,,,,,
,,,,,,,,,,,,,,
0.515321,sadness,Sadness,0.908858,tentative,Tentative,,,,,,,,,
0.598181,sadness,Sadness,0.712014,confident,Confident,,,,,,,,,
0.568962,anger,Anger,0.550657,fear,Fear,0.935175,tentative,Tentative,,,,,,
0.527341,confident,Confident,0.878911,analytical,Analytical,,,,,,,,,
0.614686,sadness,Sadness,,,,,,,,,,,,
0.560049,sadness,Sadness,0.910655,tentative,Tentative,,,,,,,,,
0.538179,joy,Joy,,,,,,,,,,,,
0.568316,confident,Confident,0.644171,analytical,Analytical,,,,,,,,,
0.50317,tentative,Tentative,0.61361,analytical,Analytical,,,,,,,,,
0.53272,fear,Fear,0.665386,sadness,Sadness,0.561139,tentative,Tentative,,,,,,
0.652951,sadness,Sadness,0.681273,anger,Anger,0.63579,joy,Joy,0.662976,fear,Fear,0.800886,tentative,Tentative
0.714911,sadness,Sadness,0.79193,confident,Confident,,,,,,,,,
0.517802,joy,Joy,0.948539,tentative,Tentative,,,,,,,,,
0.584982,joy,Joy,0.727532,sadness,Sadness,,,,,,,,,
0.681689,sadness,Sadness,0.864443,tentative,Tentative,,,,,,,,,
0.800051,tentative,Tentative,,,,,,,,,,,,
0.688207,anger,Anger,0.625612,confident,Confident,,,,,,,,,
0.539975,anger,Anger,0.550114,sadness,Sadness,,,,,,,,,
0.612773,sadness,Sadness,0.954322,tentative,Tentative,0.534356,analytical,Analytical,,,,,,
0.525023,sadness,Sadness,0.58675,anger,Anger,0.561373,joy,Joy,,,,,,
0.604256,joy,Joy,0.820919,tentative,Tentative,,,,,,,,,
0.659277,anger,Anger,0.605563,joy,Joy,0.90177,tentative,Tentative,0.656779,analytical,Analytical,,,
0.545706,anger,Anger,0.836844,tentative,Tentative,,,,,,,,,
0.760564,tentative,Tentative,,,,,,,,,,,,
0.500936,anger,Anger,0.556389,sadness,Sadness,,,,,,,,,
0.706648,anger,Anger,0.566407,confident,Confident,,,,,,,,,
0.520646,sadness,Sadness,0.553731,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.804523,analytical,Analytical,,,,,,,,,,,,
0.634612,anger,Anger,0.582257,fear,Fear,0.691215,sadness,Sadness,0.742939,tentative,Tentative,,,
0.658461,joy,Joy,0.61457,confident,Confident,0.787029,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
0.860197,joy,Joy,0.543663,analytical,Analytical,,,,,,,,,
0.592793,tentative,Tentative,,,,,,,,,,,,
0.952443,tentative,Tentative,0.692736,analytical,Analytical,,,,,,,,,
0.91132,confident,Confident,,,,,,,,,,,,
0.56141,joy,Joy,0.617927,tentative,Tentative,,,,,,,,,
0.683961,joy,Joy,,,,,,,,,,,,
0.638873,sadness,Sadness,0.928377,tentative,Tentative,0.788346,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
0.712175,sadness,Sadness,,,,,,,,,,,,
0.62049,sadness,Sadness,0.830635,tentative,Tentative,0.814359,analytical,Analytical,,,,,,
0.732791,sadness,Sadness,0.752665,confident,Confident,,,,,,,,,
0.53835,sadness,Sadness,0.694862,confident,Confident,0.704112,analytical,Analytical,,,,,,
0.734367,sadness,Sadness,0.681985,tentative,Tentative,,,,,,,,,
0.726613,confident,Confident,,,,,,,,,,,,
0.714186,sadness,Sadness,0.526039,tentative,Tentative,,,,,,,,,
0.568971,sadness,Sadness,0.979816,confident,Confident,,,,,,,,,
0.565701,joy,Joy,,,,,,,,,,,,
0.643804,sadness,Sadness,,,,,,,,,,,,
0.64949,sadness,Sadness,0.793207,tentative,Tentative,,,,,,,,,
0.887087,confident,Confident,,,,,,,,,,,,
0.711084,sadness,Sadness,0.859242,analytical,Analytical,,,,,,,,,
0.658425,sadness,Sadness,0.556265,joy,Joy,0.620424,tentative,Tentative,,,,,,
0.717628,sadness,Sadness,,,,,,,,,,,,
0.573428,sadness,Sadness,0.93284,tentative,Tentative,,,,,,,,,
0.521976,tentative,Tentative,,,,,,,,,,,,
0.709396,joy,Joy,0.906767,tentative,Tentative,,,,,,,,,
0.507648,anger,Anger,0.766185,confident,Confident,0.662784,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
0.80163,anger,Anger,0.6031,tentative,Tentative,,,,,,,,,
0.514257,joy,Joy,0.597367,anger,Anger,,,,,,,,,
0.669897,anger,Anger,0.515201,tentative,Tentative,,,,,,,,,
0.699164,joy,Joy,,,,,,,,,,,,
0.655876,sadness,Sadness,0.581761,tentative,Tentative,,,,,,,,,
0.514753,tentative,Tentative,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.548128,sadness,Sadness,0.580308,fear,Fear,0.728509,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.570201,sadness,Sadness,,,,,,,,,,,,
0.625852,sadness,Sadness,0.811132,tentative,Tentative,,,,,,,,,
0.826958,joy,Joy,0.68097,tentative,Tentative,,,,,,,,,
0.788262,sadness,Sadness,0.870778,tentative,Tentative,0.560813,analytical,Analytical,,,,,,
0.674158,sadness,Sadness,0.642773,joy,Joy,0.639737,tentative,Tentative,0.736538,analytical,Analytical,,,
0.793806,sadness,Sadness,0.899011,tentative,Tentative,0.571666,analytical,Analytical,,,,,,
0.676278,joy,Joy,0.82477,confident,Confident,,,,,,,,,
0.557553,sadness,Sadness,,,,,,,,,,,,
0.707416,sadness,Sadness,0.853848,analytical,Analytical,0.766705,tentative,Tentative,,,,,,
0.605255,sadness,Sadness,,,,,,,,,,,,
0.609461,sadness,Sadness,0.526858,tentative,Tentative,,,,,,,,,
0.514235,anger,Anger,,,,,,,,,,,,
0.668792,joy,Joy,0.667806,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.672473,sadness,Sadness,0.880065,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.507492,joy,Joy,0.91171,confident,Confident,,,,,,,,,
0.580949,sadness,Sadness,0.678324,confident,Confident,,,,,,,,,
0.58901,joy,Joy,0.857364,tentative,Tentative,,,,,,,,,
0.862556,sadness,Sadness,0.827288,tentative,Tentative,0.706075,analytical,Analytical,,,,,,
0.71039,joy,Joy,0.502805,analytical,Analytical,,,,,,,,,
0.82749,sadness,Sadness,0.901354,tentative,Tentative,,,,,,,,,
0.692942,joy,Joy,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.588868,joy,Joy,0.562562,tentative,Tentative,,,,,,,,,
0.725253,joy,Joy,0.544371,tentative,Tentative,,,,,,,,,
0.739689,tentative,Tentative,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.546902,sadness,Sadness,0.502832,tentative,Tentative,,,,,,,,,
0.622627,sadness,Sadness,0.626262,fear,Fear,,,,,,,,,
0.920704,confident,Confident,,,,,,,,,,,,
0.729823,sadness,Sadness,,,,,,,,,,,,
0.690743,tentative,Tentative,,,,,,,,,,,,
0.503464,anger,Anger,,,,,,,,,,,,
0.715368,sadness,Sadness,0.845477,tentative,Tentative,,,,,,,,,
0.591771,sadness,Sadness,0.757135,confident,Confident,,,,,,,,,
0.519023,fear,Fear,0.572952,sadness,Sadness,,,,,,,,,
0.738828,fear,Fear,,,,,,,,,,,,
0.908376,confident,Confident,,,,,,,,,,,,
0.509216,joy,Joy,0.649885,sadness,Sadness,,,,,,,,,
0.747042,sadness,Sadness,0.944177,tentative,Tentative,,,,,,,,,
0.569421,sadness,Sadness,0.97401,confident,Confident,,,,,,,,,
0.832731,sadness,Sadness,,,,,,,,,,,,
0.758178,fear,Fear,0.622566,analytical,Analytical,,,,,,,,,
0.815535,tentative,Tentative,,,,,,,,,,,,
0.779986,anger,Anger,,,,,,,,,,,,
0.729542,sadness,Sadness,0.695848,confident,Confident,,,,,,,,,
0.556842,anger,Anger,0.648781,confident,Confident,,,,,,,,,
0.545074,sadness,Sadness,0.501197,anger,Anger,,,,,,,,,
,,,,,,,,,,,,,,
0.617371,fear,Fear,0.534429,sadness,Sadness,0.546403,confident,Confident,,,,,,
0.631131,sadness,Sadness,,,,,,,,,,,,
0.768405,sadness,Sadness,0.845423,confident,Confident,0.551743,analytical,Analytical,,,,,,
0.717791,sadness,Sadness,0.662517,tentative,Tentative,,,,,,,,,
0.778071,tentative,Tentative,,,,,,,,,,,,
0.548961,sadness,Sadness,0.506309,anger,Anger,0.803151,confident,Confident,,,,,,
0.708143,sadness,Sadness,0.808129,analytical,Analytical,,,,,,,,,
0.834691,analytical,Analytical,0.933496,tentative,Tentative,,,,,,,,,
0.542369,sadness,Sadness,,,,,,,,,,,,
0.537895,sadness,Sadness,0.512251,confident,Confident,0.53373,analytical,Analytical,,,,,,
0.627849,sadness,Sadness,0.671185,analytical,Analytical,,,,,,,,,
,,,,,,,,,,,,,,
0.709824,tentative,Tentative,,,,,,,,,,,,
0.646335,sadness,Sadness,0.61457,confident,Confident,,,,,,,,,
0.585343,sadness,Sadness,0.669172,tentative,Tentative,0.608082,analytical,Analytical,,,,,,
0.929579,tentative,Tentative,,,,,,,,,,,,
0.641804,joy,Joy,0.658892,confident,Confident,,,,,,,,,
0.521037,fear,Fear,0.924251,tentative,Tentative,,,,,,,,,
0.605338,tentative,Tentative,,,,,,,,,,,,
0.534938,sadness,Sadness,,,,,,,,,,,,
0.622293,sadness,Sadness,0.504637,anger,Anger,0.539178,joy,Joy,0.885992,tentative,Tentative,,,
0.666253,tentative,Tentative,,,,,,,,,,,,
0.600942,anger,Anger,,,,,,,,,,,,
0.71588,anger,Anger,0.520835,sadness,Sadness,0.645825,confident,Confident,,,,,,
0.507737,sadness,Sadness,0.524495,anger,Anger,0.512581,joy,Joy,0.551244,tentative,Tentative,,,
0.622446,sadness,Sadness,,,,,,,,,,,,
0.646765,sadness,Sadness,0.536784,tentative,Tentative,,,,,,,,,
0.636258,anger,Anger,0.65785,sadness,Sadness,0.849336,tentative,Tentative,,,,,,
0.660174,sadness,Sadness,,,,,,,,,,,,
0.825696,tentative,Tentative,,,,,,,,,,,,
0.880717,sadness,Sadness,0.892753,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.682517,anger,Anger,,,,,,,,,,,,
0.769262,tentative,Tentative,,,,,,,,,,,,
0.637806,anger,Anger,0.575805,sadness,Sadness,0.609358,confident,Confident,,,,,,
0.543025,anger,Anger,,,,,,,,,,,,
0.592571,tentative,Tentative,,,,,,,,,,,,
0.698087,sadness,Sadness,0.708194,analytical,Analytical,,,,,,,,,
,,,,,,,,,,,,,,
0.707937,joy,Joy,0.698259,analytical,Analytical,,,,,,,,,
0.876948,sadness,Sadness,0.568182,tentative,Tentative,,,,,,,,,
0.783441,joy,Joy,,,,,,,,,,,,
0.86177,sadness,Sadness,,,,,,,,,,,,
0.545614,sadness,Sadness,0.586281,tentative,Tentative,,,,,,,,,
0.829537,tentative,Tentative,,,,,,,,,,,,
0.633867,joy,Joy,0.916662,tentative,Tentative,,,,,,,,,
0.865962,sadness,Sadness,0.76345,tentative,Tentative,,,,,,,,,
0.650233,joy,Joy,0.884736,tentative,Tentative,,,,,,,,,
0.632608,tentative,Tentative,,,,,,,,,,,,
0.758455,sadness,Sadness,0.637571,analytical,Analytical,,,,,,,,,
0.516544,joy,Joy,0.712461,analytical,Analytical,0.73278,tentative,Tentative,,,,,,
0.502172,sadness,Sadness,0.913283,tentative,Tentative,,,,,,,,,
0.734724,sadness,Sadness,0.885463,tentative,Tentative,0.755214,analytical,Analytical,,,,,,
0.802437,sadness,Sadness,0.811442,analytical,Analytical,,,,,,,,,
0.687534,tentative,Tentative,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.505286,fear,Fear,0.572842,sadness,Sadness,0.802916,tentative,Tentative,,,,,,
,,,,,,,,,,,,,,
0.751144,fear,Fear,0.862401,tentative,Tentative,,,,,,,,,
0.713392,joy,Joy,0.882543,tentative,Tentative,0.733428,analytical,Analytical,,,,,,
0.848661,confident,Confident,,,,,,,,,,,,
0.687852,sadness,Sadness,0.883903,tentative,Tentative,,,,,,,,,
0.954899,confident,Confident,,,,,,,,,,,,
0.51356,fear,Fear,0.592712,sadness,Sadness,0.67582,tentative,Tentative,0.607352,analytical,Analytical,,,
0.585703,joy,Joy,0.538613,sadness,Sadness,,,,,,,,,
0.544938,anger,Anger,0.838209,tentative,Tentative,,,,,,,,,
0.698183,sadness,Sadness,0.900199,tentative,Tentative,,,,,,,,,
0.702645,sadness,Sadness,0.808964,tentative,Tentative,,,,,,,,,
0.603369,sadness,Sadness,,,,,,,,,,,,
0.513703,sadness,Sadness,0.791946,analytical,Analytical,,,,,,,,,
0.511948,sadness,Sadness,,,,,,,,,,,,
0.916982,tentative,Tentative,0.977647,analytical,Analytical,,,,,,,,,
0.721327,fear,Fear,0.83356,tentative,Tentative,,,,,,,,,
0.706094,joy,Joy,0.664175,tentative,Tentative,,,,,,,,,
0.7372,sadness,Sadness,0.971147,tentative,Tentative,,,,,,,,,
0.645685,joy,Joy,0.93143,tentative,Tentative,,,,,,,,,
0.89463,sadness,Sadness,0.93542,tentative,Tentative,,,,,,,,,
0.734293,sadness,Sadness,0.555203,tentative,Tentative,,,,,,,,,
0.500823,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.632083,anger,Anger,0.630972,sadness,Sadness,,,,,,,,,
0.608949,sadness,Sadness,0.555803,analytical,Analytical,0.841619,tentative,Tentative,,,,,,
0.59529,sadness,Sadness,,,,,,,,,,,,
0.684836,analytical,Analytical,0.851774,tentative,Tentative,,,,,,,,,
0.78066,anger,Anger,0.504732,confident,Confident,,,,,,,,,
0.570481,sadness,Sadness,0.88316,tentative,Tentative,,,,,,,,,
0.534878,tentative,Tentative,,,,,,,,,,,,
0.766273,joy,Joy,0.753426,tentative,Tentative,,,,,,,,,
0.551588,anger,Anger,0.79634,confident,Confident,,,,,,,,,
0.510555,sadness,Sadness,,,,,,,,,,,,
0.50116,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.81978,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.616488,sadness,Sadness,0.761129,tentative,Tentative,,,,,,,,,
0.628921,sadness,Sadness,0.759698,confident,Confident,,,,,,,,,
0.539065,sadness,Sadness,,,,,,,,,,,,
0.6048,tentative,Tentative,,,,,,,,,,,,
0.54615,sadness,Sadness,0.583932,fear,Fear,,,,,,,,,
0.815134,tentative,Tentative,,,,,,,,,,,,
0.752061,joy,Joy,0.975099,tentative,Tentative,0.546292,analytical,Analytical,,,,,,
0.587481,sadness,Sadness,,,,,,,,,,,,
0.51835,tentative,Tentative,,,,,,,,,,,,
0.675499,joy,Joy,,,,,,,,,,,,
0.576292,sadness,Sadness,0.927835,tentative,Tentative,,,,,,,,,
0.560373,joy,Joy,0.696247,fear,Fear,0.617615,tentative,Tentative,0.511636,analytical,Analytical,,,
0.763106,sadness,Sadness,,,,,,,,,,,,
0.506376,analytical,Analytical,,,,,,,,,,,,
0.533927,sadness,Sadness,0.723823,tentative,Tentative,0.518073,analytical,Analytical,,,,,,
0.682803,sadness,Sadness,0.837713,tentative,Tentative,,,,,,,,,
0.738081,sadness,Sadness,0.609358,confident,Confident,,,,,,,,,
0.569666,sadness,Sadness,0.701942,confident,Confident,,,,,,,,,
0.606902,anger,Anger,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.595214,sadness,Sadness,0.662517,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.650544,sadness,Sadness,0.6365,joy,Joy,,,,,,,,,
0.507368,fear,Fear,0.644193,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.566246,sadness,Sadness,0.531638,analytical,Analytical,0.590458,tentative,Tentative,,,,,,
0.611406,anger,Anger,,,,,,,,,,,,
0.602012,analytical,Analytical,,,,,,,,,,,,
0.707631,confident,Confident,,,,,,,,,,,,
0.852501,tentative,Tentative,,,,,,,,,,,,
0.716422,sadness,Sadness,0.931163,confident,Confident,,,,,,,,,
0.553966,anger,Anger,0.802916,tentative,Tentative,,,,,,,,,
0.675839,sadness,Sadness,,,,,,,,,,,,
0.867106,tentative,Tentative,,,,,,,,,,,,
0.749926,sadness,Sadness,,,,,,,,,,,,
0.531187,sadness,Sadness,0.8146,confident,Confident,0.656922,analytical,Analytical,,,,,,
0.609038,sadness,Sadness,0.577569,analytical,Analytical,,,,,,,,,
0.564858,anger,Anger,,,,,,,,,,,,
0.734184,sadness,Sadness,0.672899,confident,Confident,,,,,,,,,
0.569361,anger,Anger,0.622159,tentative,Tentative,,,,,,,,,
0.775381,confident,Confident,,,,,,,,,,,,
0.676093,joy,Joy,0.592138,tentative,Tentative,,,,,,,,,
0.858454,sadness,Sadness,0.884138,tentative,Tentative,,,,,,,,,
0.557688,joy,Joy,0.810742,tentative,Tentative,0.566031,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
0.503411,anger,Anger,,,,,,,,,,,,
0.557071,sadness,Sadness,0.536079,tentative,Tentative,,,,,,,,,
0.555204,joy,Joy,0.702497,sadness,Sadness,0.69296,tentative,Tentative,,,,,,
0.504613,sadness,Sadness,0.805196,tentative,Tentative,,,,,,,,,
0.571876,joy,Joy,0.779856,tentative,Tentative,,,,,,,,,
0.798966,sadness,Sadness,,,,,,,,,,,,
0.838073,joy,Joy,0.755578,tentative,Tentative,,,,,,,,,
0.695265,tentative,Tentative,,,,,,,,,,,,
0.602401,sadness,Sadness,0.827288,tentative,Tentative,,,,,,,,,
0.563545,sadness,Sadness,0.811378,tentative,Tentative,,,,,,,,,
0.582251,anger,Anger,,,,,,,,,,,,
0.549812,joy,Joy,0.920133,tentative,Tentative,,,,,,,,,
0.911912,tentative,Tentative,,,,,,,,,,,,
0.632679,joy,Joy,,,,,,,,,,,,
0.649665,joy,Joy,0.674204,tentative,Tentative,,,,,,,,,
0.713696,anger,Anger,0.666039,confident,Confident,,,,,,,,,
0.626846,sadness,Sadness,0.936899,tentative,Tentative,,,,,,,,,
0.631803,confident,Confident,,,,,,,,,,,,
0.681954,sadness,Sadness,0.517801,tentative,Tentative,,,,,,,,,
0.812783,anger,Anger,0.878816,tentative,Tentative,,,,,,,,,
0.676507,joy,Joy,0.978371,tentative,Tentative,0.672452,analytical,Analytical,,,,,,
0.597378,sadness,Sadness,,,,,,,,,,,,
0.685065,sadness,Sadness,0.896412,tentative,Tentative,,,,,,,,,
0.776826,sadness,Sadness,0.702512,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.666002,anger,Anger,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.554668,anger,Anger,,,,,,,,,,,,
0.506956,joy,Joy,0.783227,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.851154,tentative,Tentative,0.583885,analytical,Analytical,,,,,,,,,
0.919666,tentative,Tentative,,,,,,,,,,,,
0.530444,sadness,Sadness,0.656995,confident,Confident,,,,,,,,,
0.796746,sadness,Sadness,,,,,,,,,,,,
0.771348,sadness,Sadness,0.709964,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.620278,joy,Joy,0.886786,tentative,Tentative,,,,,,,,,
0.68667,sadness,Sadness,0.900574,tentative,Tentative,,,,,,,,,
0.512985,sadness,Sadness,0.726841,tentative,Tentative,,,,,,,,,
0.660385,joy,Joy,,,,,,,,,,,,
0.784606,joy,Joy,0.689515,tentative,Tentative,,,,,,,,,
0.529601,joy,Joy,0.89543,tentative,Tentative,,,,,,,,,
0.595248,sadness,Sadness,0.573263,tentative,Tentative,,,,,,,,,
0.543225,joy,Joy,0.581099,confident,Confident,,,,,,,,,
0.523235,sadness,Sadness,0.603649,analytical,Analytical,,,,,,,,,
0.618317,sadness,Sadness,,,,,,,,,,,,
0.505472,sadness,Sadness,0.678324,confident,Confident,,,,,,,,,
0.674075,sadness,Sadness,0.918855,tentative,Tentative,,,,,,,,,
0.555837,sadness,Sadness,0.805159,confident,Confident,,,,,,,,,
0.574506,joy,Joy,,,,,,,,,,,,
0.813143,tentative,Tentative,0.844972,analytical,Analytical,,,,,,,,,
,,,,,,,,,,,,,,
0.665306,joy,Joy,0.754037,confident,Confident,,,,,,,,,
0.536985,sadness,Sadness,0.692167,tentative,Tentative,,,,,,,,,
0.784723,joy,Joy,0.761879,analytical,Analytical,,,,,,,,,
0.850818,tentative,Tentative,,,,,,,,,,,,
0.57272,joy,Joy,,,,,,,,,,,,
0.768733,tentative,Tentative,,,,,,,,,,,,
0.715601,sadness,Sadness,0.60349,tentative,Tentative,,,,,,,,,
0.653745,anger,Anger,0.580099,confident,Confident,,,,,,,,,
0.545764,sadness,Sadness,,,,,,,,,,,,
0.637661,joy,Joy,0.72831,confident,Confident,,,,,,,,,
0.815177,sadness,Sadness,,,,,,,,,,,,
0.537477,anger,Anger,,,,,,,,,,,,
0.869677,tentative,Tentative,,,,,,,,,,,,
0.509335,analytical,Analytical,,,,,,,,,,,,
0.620413,joy,Joy,0.767565,tentative,Tentative,,,,,,,,,
0.533719,fear,Fear,0.816573,confident,Confident,,,,,,,,,
0.677865,joy,Joy,0.750294,analytical,Analytical,,,,,,,,,
0.560526,sadness,Sadness,0.758602,anger,Anger,,,,,,,,,
0.605833,sadness,Sadness,,,,,,,,,,,,
0.617938,sadness,Sadness,0.568731,analytical,Analytical,0.968811,tentative,Tentative,,,,,,
,,,,,,,,,,,,,,
0.781767,sadness,Sadness,0.716003,confident,Confident,,,,,,,,,
0.580578,fear,Fear,0.707737,confident,Confident,,,,,,,,,
0.753986,sadness,Sadness,0.92546,tentative,Tentative,,,,,,,,,
0.50973,sadness,Sadness,,,,,,,,,,,,
0.685949,sadness,Sadness,0.779903,confident,Confident,0.77121,analytical,Analytical,,,,,,
0.654815,fear,Fear,0.615859,analytical,Analytical,,,,,,,,,
0.823557,joy,Joy,0.642819,tentative,Tentative,,,,,,,,,
0.706891,sadness,Sadness,0.5603,analytical,Analytical,,,,,,,,,
0.520436,analytical,Analytical,,,,,,,,,,,,
0.638715,anger,Anger,0.740903,tentative,Tentative,,,,,,,,,
0.735428,anger,Anger,0.59834,tentative,Tentative,,,,,,,,,
0.565783,joy,Joy,0.695713,sadness,Sadness,,,,,,,,,
,,,,,,,,,,,,,,
0.806282,joy,Joy,,,,,,,,,,,,
0.595251,sadness,Sadness,,,,,,,,,,,,
0.717414,sadness,Sadness,,,,,,,,,,,,
0.749725,sadness,Sadness,0.614024,tentative,Tentative,,,,,,,,,
0.723894,sadness,Sadness,,,,,,,,,,,,
0.80474,joy,Joy,0.869433,tentative,Tentative,,,,,,,,,
0.649885,sadness,Sadness,,,,,,,,,,,,
0.578169,sadness,Sadness,0.653788,joy,Joy,0.853796,tentative,Tentative,,,,,,
0.667616,joy,Joy,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.841964,sadness,Sadness,,,,,,,,,,,,
